Field,Description,Type,Coverage,Users,Alphas
oth455_customer_n2v_p50_q200_w1_pca_fact3_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 20 groups.,GROUP,87%,3,3
oth455_customer_n2v_p50_q200_w1_pca_fact3_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 5 groups.,GROUP,86%,1,3
oth455_customer_n2v_p50_q200_w2_kmeans_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 10 groups.,GROUP,87%,6,10
oth455_customer_n2v_p50_q200_w2_kmeans_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 20 groups.,GROUP,88%,1,1
oth455_customer_n2v_p50_q200_w2_kmeans_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 5 groups.,GROUP,87%,3,8
oth455_customer_n2v_p50_q200_w2_pca_fact1_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 10 groups.,GROUP,87%,2,2
oth455_customer_n2v_p50_q200_w2_pca_fact1_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 20 groups.,GROUP,88%,1,1
oth455_customer_n2v_p50_q200_w2_pca_fact1_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 5 groups.,GROUP,86%,0,0
oth455_customer_n2v_p50_q200_w2_pca_fact2_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 10 groups.,GROUP,87%,2,2
oth455_customer_n2v_p50_q200_w2_pca_fact2_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 20 groups.,GROUP,87%,7,9
oth455_customer_n2v_p50_q200_w2_pca_fact2_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 5 groups.,GROUP,86%,1,1
oth455_customer_n2v_p50_q200_w2_pca_fact3_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 10 groups.,GROUP,87%,9,14
oth455_customer_n2v_p50_q200_w2_pca_fact3_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 20 groups.,GROUP,87%,2,2
oth455_customer_n2v_p50_q200_w2_pca_fact3_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 5 groups.,GROUP,86%,4,4
oth455_customer_n2v_p50_q200_w3_kmeans_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 10 groups.,GROUP,87%,3,8
oth455_customer_n2v_p50_q200_w3_kmeans_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 20 groups.,GROUP,88%,3,4
oth455_customer_n2v_p50_q200_w3_kmeans_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 5 groups.,GROUP,87%,9,581
oth455_customer_n2v_p50_q200_w3_pca_fact1_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 10 groups.,GROUP,87%,1,1
oth455_customer_n2v_p50_q200_w3_pca_fact1_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 20 groups.,GROUP,88%,1,2
oth455_customer_n2v_p50_q200_w3_pca_fact1_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 5 groups.,GROUP,86%,0,0
oth455_customer_n2v_p50_q200_w3_pca_fact2_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 10 groups.,GROUP,87%,7,600
oth455_customer_n2v_p50_q200_w3_pca_fact2_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 20 groups.,GROUP,87%,0,0
oth455_customer_n2v_p50_q200_w3_pca_fact2_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 5 groups.,GROUP,86%,0,0
oth455_customer_n2v_p50_q200_w3_pca_fact3_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 10 groups.,GROUP,87%,3,4
oth455_customer_n2v_p50_q200_w3_pca_fact3_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 20 groups.,GROUP,87%,2,2
oth455_customer_n2v_p50_q200_w3_pca_fact3_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 5 groups.,GROUP,86%,1,1
oth455_customer_n2v_p50_q200_w4_kmeans_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 10 groups.,GROUP,87%,5,16
oth455_customer_n2v_p50_q200_w4_kmeans_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 20 groups.,GROUP,88%,1,1
oth455_customer_n2v_p50_q200_w4_kmeans_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 5 groups.,GROUP,87%,4,4
oth455_customer_n2v_p50_q200_w4_pca_fact1_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 10 groups.,GROUP,87%,2,2
oth455_customer_n2v_p50_q200_w4_pca_fact1_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 20 groups.,GROUP,88%,1,1
oth455_customer_n2v_p50_q200_w4_pca_fact1_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 5 groups.,GROUP,86%,3,3
oth455_customer_n2v_p50_q200_w4_pca_fact2_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 10 groups.,GROUP,87%,1,1
oth455_customer_n2v_p50_q200_w4_pca_fact2_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 20 groups.,GROUP,87%,0,0
oth455_customer_n2v_p50_q200_w4_pca_fact2_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 5 groups.,GROUP,86%,3,3
oth455_customer_n2v_p50_q200_w4_pca_fact3_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 10 groups.,GROUP,87%,2,3
oth455_customer_n2v_p50_q200_w4_pca_fact3_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 20 groups.,GROUP,87%,10,25
oth455_customer_n2v_p50_q200_w4_pca_fact3_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 5 groups.,GROUP,86%,0,0
oth455_customer_n2v_p50_q200_w5_kmeans_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 10 groups.,GROUP,87%,4,13
oth455_customer_n2v_p50_q200_w5_kmeans_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 20 groups.,GROUP,88%,3,3
oth455_customer_n2v_p50_q200_w5_kmeans_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 5 groups.,GROUP,87%,1,1
oth455_customer_n2v_p50_q200_w5_pca_fact1_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 10 groups.,GROUP,87%,2,2
oth455_customer_n2v_p50_q200_w5_pca_fact1_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 20 groups.,GROUP,88%,4,4
oth455_customer_n2v_p50_q200_w5_pca_fact1_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 5 groups.,GROUP,86%,6,6
oth455_customer_n2v_p50_q200_w5_pca_fact2_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 10 groups.,GROUP,87%,3,3
oth455_customer_n2v_p50_q200_w5_pca_fact2_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 20 groups.,GROUP,88%,0,0
oth455_customer_n2v_p50_q200_w5_pca_fact2_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 5 groups.,GROUP,86%,1,2
oth455_customer_n2v_p50_q200_w5_pca_fact3_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 10 groups.,GROUP,87%,0,0
oth455_customer_n2v_p50_q200_w5_pca_fact3_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 20 groups.,GROUP,87%,1,2
oth455_customer_n2v_p50_q200_w5_pca_fact3_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 5 groups.,GROUP,86%,2,2
oth455_customer_n2v_p50_q50_w1_kmeans_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 10 groups.,GROUP,87%,7,32
oth455_customer_n2v_p50_q50_w1_kmeans_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 20 groups.,GROUP,88%,4,5
oth455_customer_n2v_p50_q50_w1_kmeans_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 5 groups.,GROUP,87%,3,3
oth455_customer_n2v_p50_q50_w1_pca_fact1_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 10 groups.,GROUP,87%,2,2
oth455_customer_n2v_p50_q50_w1_pca_fact1_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 20 groups.,GROUP,87%,3,5
oth455_customer_n2v_p50_q50_w1_pca_fact1_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 5 groups.,GROUP,86%,5,9
oth455_customer_n2v_p50_q50_w1_pca_fact2_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 10 groups.,GROUP,87%,2,2
oth455_customer_n2v_p50_q50_w1_pca_fact2_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 20 groups.,GROUP,87%,1,2
oth455_customer_n2v_p50_q50_w1_pca_fact2_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 5 groups.,GROUP,86%,1,1
oth455_customer_n2v_p50_q50_w1_pca_fact3_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 10 groups.,GROUP,87%,1,2
oth455_customer_n2v_p50_q50_w1_pca_fact3_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 20 groups.,GROUP,87%,1,1
oth455_customer_n2v_p50_q50_w1_pca_fact3_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 5 groups.,GROUP,86%,2,2
oth455_customer_n2v_p50_q50_w2_kmeans_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 10 groups.,GROUP,87%,8,22
oth455_customer_n2v_p50_q50_w2_kmeans_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 20 groups.,GROUP,88%,4,12
oth455_customer_n2v_p50_q50_w2_kmeans_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 5 groups.,GROUP,87%,5,6
oth455_customer_n2v_p50_q50_w2_pca_fact1_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 10 groups.,GROUP,87%,7,98
oth455_customer_n2v_p50_q50_w2_pca_fact1_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 20 groups.,GROUP,87%,1,1
oth455_customer_n2v_p50_q50_w2_pca_fact1_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 5 groups.,GROUP,86%,2,2
oth455_customer_n2v_p50_q50_w2_pca_fact2_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 10 groups.,GROUP,87%,0,0
oth455_customer_n2v_p50_q50_w2_pca_fact2_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 20 groups.,GROUP,87%,3,3
oth455_customer_n2v_p50_q50_w2_pca_fact2_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 5 groups.,GROUP,86%,4,449
oth455_customer_n2v_p50_q50_w2_pca_fact3_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 10 groups.,GROUP,87%,0,0
oth455_customer_n2v_p50_q50_w2_pca_fact3_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 20 groups.,GROUP,87%,2,2
oth455_customer_n2v_p50_q50_w2_pca_fact3_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 5 groups.,GROUP,87%,1,1
oth455_customer_n2v_p50_q50_w3_kmeans_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 10 groups.,GROUP,87%,4,28
oth455_customer_n2v_p50_q50_w3_kmeans_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 20 groups.,GROUP,88%,2,2
oth455_customer_n2v_p50_q50_w3_kmeans_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 5 groups.,GROUP,87%,76,939
oth455_customer_n2v_p50_q50_w3_pca_fact1_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 10 groups.,GROUP,87%,3,3
oth455_customer_n2v_p50_q50_w3_pca_fact1_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 20 groups.,GROUP,88%,3,4
oth455_customer_n2v_p50_q50_w3_pca_fact1_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 5 groups.,GROUP,86%,1,1
oth455_customer_n2v_p50_q50_w3_pca_fact2_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 10 groups.,GROUP,87%,1,1
oth455_customer_n2v_p50_q50_w3_pca_fact2_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 20 groups.,GROUP,87%,5,5
oth455_customer_n2v_p50_q50_w3_pca_fact2_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 2nd eigenvalue of PCA into 5 groups.,GROUP,86%,1,2
oth455_customer_n2v_p50_q50_w3_pca_fact3_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 10 groups.,GROUP,87%,2,2
oth455_customer_n2v_p50_q50_w3_pca_fact3_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 20 groups.,GROUP,87%,3,3
oth455_customer_n2v_p50_q50_w3_pca_fact3_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using the 3rd eigenvalue of PCA into 5 groups.,GROUP,87%,1,1
oth455_customer_n2v_p50_q50_w4_kmeans_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 10 groups.,GROUP,87%,8,292
oth455_customer_n2v_p50_q50_w4_kmeans_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 20 groups.,GROUP,88%,3,3
oth455_customer_n2v_p50_q50_w4_kmeans_cluster_5,Grouping data. Embedded using N2V with customer data and then clustered using K-means into 5 groups.,GROUP,87%,8,28
oth455_customer_n2v_p50_q50_w4_pca_fact1_cluster_10,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 10 groups.,GROUP,87%,3,3
oth455_customer_n2v_p50_q50_w4_pca_fact1_cluster_20,Grouping data. Embedded using N2V with customer data and then clustered using the 1st eigenvalue of PCA into 20 groups.,GROUP,88%,6,528
